 Health Care  Internet  Psychology , European Union (EU) ,http://dietlabs.co https://www.facebook.com/DietLabs https://twitter.com/dietlabsHQ https://twitter.com/dietlabsHQ ,"DietLabs make tools in diet-care & motivation to help replace bad habits with good ones. DietLabs develop and make available tools in diet-care and motivation to help replace bad habits with good ones, better ones – to help people make the right choices in their diet. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Fitness  Health Care  Wellness , European Union (EU) ,http://www.dietox.es/ https://www.facebook.com/Dietox/ https://www.linkedin.com/company/foodterapia-sl/ https://twitter.com/dietox_ES https://twitter.com/dietox_ES ,"Dietox research, develop and market products with own brand that provide physiological, psychological or aesthetic benefits. They started in 2012 developing the fasting therapy fresh smoothies a multidisciplinary team of nutritionists, doctors, specialists in natural medicine and orthomolecular nutrition, nutrition coach and raw vegan culinary chefs. Their goal was to create the perfect day to revitalize debugging and nurturing both the body and contain only natural ingredients. They needed such therapy to offset the days where @, for their lifestyle or lack of time, you can not eat perfect every day. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  mHealth , Asia-Pacific (APAC)  Association of Southeast Asian Nations (ASEAN)  Southeast Asia ,http://www.dietparty.co http://twitter.com/dietPartyApp http://twitter.com/dietPartyApp ,"DietParty is a unique mobile dieting application that helps to ENJOY a diet! With smart informative games, and social integration one can stay at the top of the game. Get results, show the world, collect points, and get great local rewards in return. DietParty assists the customers through their diet with their diet partner matchmaking & pairing service. Customers can choose their diet partner from their social network friends or total stranger who match with their diet goal. The two will work together until conquer their weight loss goal. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Nutrition , Greater Boston Area  East Coast  New England ,http://www.dietsensor.com/ https://www.facebook.com/DietSensor https://www.linkedin.com/company/dietsensor-inc- https://twitter.com/dietsensor https://twitter.com/dietsensor ,"DietSensor is the first app with sensors that automates nutrient counting bringing simplicity and accuracy to diet trackers for people overweight or with food-related chronicle diseases. It analyses the food with a click of a button on the first molecular sensor that fits in a hand. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Grocery  Health Care  Restaurants ,,http://www.diettv.com http://twitter.com/diettv http://twitter.com/diettv ,"Diet TV provides users with the means to explore and find the right diet for them and the tools to stick with their program. Take the mystery out of meal planning with Diet TV's suggested meal plans incorporating popular foods from your local grocery and favorite restaurants. Our unique functionality - including Diet TV's Restaurant Guide, Snack Guide, and Frozen Food Guide - is designed to be easy to use and practical for our society which spends more than half of its food budget in restaurants. We use this knowledge to provide our clients with restaurant choices that meet your dietary requirements and your daily budget. We offer to all our users: - Over 90 Customized Diet Plans  - DietTV's Exclusive Eat Anywhere Anytime Guide  - Customized Individual Meal Plans  - Online Nutritionist Support  - Exercise and Weight Trackers  - MUCH MUCH MORE! We're the ONLY weight loss solution that provides comprehensive information for more than 90 well-regarded diet plans and programs which are tailored to each individual employee. We provide you with actual meal plans for the most successful diets, reducing your research time to zero; you can simply logon, choose a plan that will satisfy them and get underway. Our portal allows you to find things you can eat at every major food chain and supermarket while still dropping weight and feeling great! <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Health Care  Life Science , East Coast  Northeastern US ,http://diffinitygenomics.com http://www.facebook.com/pages/Diffinity-Genomics/126357567384659 http://twitter.com/DiffinityGen http://twitter.com/DiffinityGen ,"Diffinity Genomics, Inc., a biotechnology company, develops DNA testing products for the life sciences industry. The company offers RapidTip, a single-use functional pipette tip for purifying polymerase chain reaction amplicons. It also develops products for nucleic acid isolation and analysis. Diffinity Genomics, Inc. was founded in 2005 and is based in West Henrietta, New York. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care ,,http://diffregen.com/ ,"Diffregen is a startup focused on development of new leukemia drug candidates. Their active ingredients are based on Angiocidin, a protein which has been shown to activate monocytes and drive terminal differentiation of leukemia cells. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Health Care  Therapeutics , East Coast  Southern US ,https://www.google.com/finance?q=NASDAQ:DFFN http://www.diffusionpharma.com http://www.facebook.com/DiffusionPharma http://twitter.com/DiffusionPharma https://www.google.com/finance?q=NASDAQ:DFFN https://www.google.com/finance?q=NASDAQ:DFFN http://twitter.com/DiffusionPharma ,"Diffusion Pharmaceuticals, LLC, a clinical-stage drug-discovery and development company, engages in the commercialization of small-molecule therapeutics to treat serious or life-threatening medical conditions by increasing the amount of oxygen to hypoxic tissues. Its products include trans sodium crocetinate and trans bipolar carotenoids molecules, which are used to treat life-threatening conditions, such as trauma, cancer, stroke, cardiovascular diseases, respiratory disorders, peripheral vascular and arterial diseases, and various other conditions. Diffusion Pharmaceuticals, LLC was founded in 2001 and is based in Charlottesville, Virginia. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Manufacturing ,,,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Diagnostics  Photography , European Union (EU) ,http://www.digeprint.com https://www.facebook.com/digeprintcom-188381817859605 https://www.twitter.com/digeprint https://www.twitter.com/digeprint ,"DigePrint Limited designs and manufactures digital print processor for the retail and photofinishing markets. The company offers DPP305, a digital print processor that produces photographic prints from a digital camera; DigePrint kiosks that assist in picture handling; and a suite of ePrints software, which enables online payment, printed receipts, order tracking, transaction reports, and online diagnostics. DigePrint was founded in 2001 and is based in Coventry, United Kingdom. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
